718194,2015-10-09,18:10:39,2.3,-2.1,1011.8,1015.4,21.0,0.00,0.2,001000,55.8,352,22.5
254960,2015-10-09,18:10:39,-3.1,-8.7,1009.1,1012.5,29.9,0.00,0.0,100000,76.2,353,24.2
725040,2015-10-09,18:10:39,4.0,-1.5,1016.7,1019.6,18.9,0.29,0.0,010000,54.1,294,17.6
722241,2015-10-09,18:10:39,1.4,-4.1,1008.2,1035.1,16.1,0.00,0.0,000000,79.4,318,7.7
985500,2015-10-09,18:10:39,14.2,10.6,1002.6,1008.7,21.5,0.04,0.0,010000,50.1,233,6.3
308220,2015-10-09,18:10:39,0.3,-5.2,1002.5,1020.2,25.0,0.02,0.0,010000,50.3,163,13.6
80250,2015-10-09,18:10:39,12.8,7.6,1016.5,1017.5,9.1,0.30,0.2,011000,62.4,210,9.5
12100,2015-10-09,18:10:39,3.8,0.0,1002.4,1002.7,13.4,0.47,0.1,011000,54.1,71,19.7
983270,2015-10-09,18:10:39,8.0,4.9,994.2,1007.3,21.0,0.24,0.0,010000,87.2,237,7.0
804120,2015-10-09,18:10:39,12.4,10.0,1005.6,1011.5,20.0,0.04,0.0,010000,57.0,356,5.2
727150,2015-10-09,18:10:39,1.4,-1.1,997.7,1015.4,11.5,0.00,0.0,000000,79.5,287,16.3
944030,2015-10-09,18:10:39,5.8,-1.1,1012.3,1015.5,30.0,0.05,0.0,010000,50.1,147,16.7
38273,2015-10-09,18:10:39,9.1,8.7,1011.4,1023.3,10.3,0.00,0.0,000000,2.6,335,22.4
63770,2015-10-09,18:10:39,7.0,5.9,1015.2,989.7,3.4,0.00,0.0,000000,60.2,169,6.8
725760,2015-10-09,18:10:39,0.7,-9.6,849.8,1017.3,49.3,0.07,0.2,011000,98.5,257,9.5
132950,2015-10-09,18:10:39,2.4,4.3,1014.6,1017.6,15.1,0.11,0.0,010000,65.6,262,5.1
964770,2015-10-09,18:10:39,16.9,13.1,1011.5,1009.5,11.1,0.00,0.0,000000,47.9,250,8.7
723020,2015-10-09,18:10:39,7.9,4.2,1040.0,1017.9,15.8,0.02,0.0,010000,68.8,73,4.6
676650,2015-10-09,18:10:39,18.9,7.1,995.9,1018.2,13.0,0.00,0.0,000000,91.3,322,20.8
176090,2015-10-09,18:10:39,17.4,8.8,1018.2,1013.7,13.0,0.01,0.0,010000,50.0,266,11.0
154810,2015-10-09,18:10:39,9.7,6.8,997.2,1000.2,9.3,0.01,0.2,011000,50.0,207,14.6
29390,2015-10-09,18:10:39,2.8,1.0,999.0,1016.7,27.9,0.09,0.0,010000,50.1,99,10.0
946190,2015-10-09,18:10:39,6.8,-4.1,974.1,1013.2,20.0,0.00,0.0,000000,85.1,342,3.4
722111,2015-10-09,18:10:39,6.2,4.3,988.7,1006.9,13.0,0.00,0.0,000000,23.0,172,5.9
404270,2015-10-09,18:10:39,27.0,19.6,1005.2,1010.3,19.8,0.00,0.0,000000,88.6,24,16.6
222710,2015-10-09,18:10:39,-0.2,-2.5,1011.3,1007.9,22.8,0.14,0.1,111000,87.4,249,22.2
725405,2015-10-09,18:10:39,3.1,-2.7,989.9,995.9,13.2,0.00,0.0,000000,79.0,170,11.2
722316,2015-10-09,18:10:39,11.8,8.1,1016.4,1017.0,9.9,0.14,0.2,011000,50.0,329,7.4
13610,2015-10-09,18:10:39,0.2,-0.7,1014.0,1012.9,0.2,0.54,0.0,010000,50.0,95,38.8
403570,2015-10-09,18:10:39,18.6,-4.0,985.3,1012.9,10.5,0.00,0.0,000000,0.6,313,11.1
722268,2015-10-09,18:10:39,11.9,4.9,1015.7,1015.1,24.3,0.09,0.0,010000,61.4,161,11.4
944880,2015-10-09,18:10:39,16.7,-4.8,1000.7,1015.5,49.4,0.01,0.0,010000,66.4,210,11.7
315730,2015-10-09,18:10:39,-3.2,-10.9,1013.5,1015.0,21.4,0.01,0.0,110000,83.1,330,7.8
305540,2015-10-09,18:10:39,-6.5,-14.7,916.9,1026.4,29.9,0.00,0.0,100000,49.1,274,7.4
728820,2015-10-09,18:10:39,1.9,0.6,964.8,1019.9,11.3,0.02,0.0,010000,61.2,242,1.1
155300,2015-10-09,18:10:39,7.9,6.6,1004.1,1027.7,13.8,0.00,0.0,000000,63.9,281,1.9
725085,2015-10-09,18:10:39,3.7,-0.7,1016.3,1020.9,13.1,1.51,0.0,010000,50.1,215,7.8
406650,2015-10-09,18:10:39,17.5,2.8,986.7,1010.0,18.6,0.00,0.0,000000,70.9,222,13.8
39760,2015-10-09,18:10:39,9.1,7.5,1013.3,1012.3,25.7,0.33,0.0,010000,54.4,178,23.5
289780,2015-10-09,18:10:39,-4.6,-14.6,989.2,1038.9,19.8,0.00,0.0,100000,0.7,146,0.7
39710,2015-10-09,18:10:39,8.1,6.1,1005.6,1012.8,31.2,0.24,0.0,010000,81.3,136,13.3
724370,2015-10-09,18:10:39,6.7,2.6,1005.6,1018.3,15.4,0.00,0.0,000000,67.0,176,9.9
322870,2015-10-09,18:10:39,-0.6,-3.3,1005.5,1005.3,22.8,0.17,0.0,110000,50.1,215,16.4
725113,2015-10-09,18:10:39,3.1,-2.3,1021.8,1018.2,12.5,1.03,0.0,010000,50.0,95,5.6
724510,2015-10-09,18:10:39,4.8,-2.5,931.1,1017.2,24.9,0.17,0.0,010000,56.8,315,19.8
